codigo_comunidad,comunidad,name,date
19,melilla,"Melilla, capital",2006-10-01
19,melilla,"Melilla, capital",2007-01-01
19,melilla,"Melilla, capital",2007-04-01
19,melilla,"Melilla, capital",2007-07-01
19,melilla,"Melilla, capital",2007-10-01
19,melilla,"Melilla, capital",2008-01-01
19,melilla,"Melilla, capital",2008-04-01
19,melilla,"Melilla, capital",2008-07-01
19,melilla,"Melilla, capital",2008-10-01
19,melilla,"Melilla, capital",2009-01-01
19,melilla,"Melilla, capital",2009-04-01
19,melilla,"Melilla, capital",2009-07-01
19,melilla,"Melilla, capital",2009-10-01
19,melilla,"Melilla, capital",2010-01-01
19,melilla,"Melilla, capital",2010-04-01
19,melilla,"Melilla, capital",2010-07-01
19,melilla,"Melilla, capital",2010-10-01
19,melilla,"Melilla, capital",2011-01-01
19,melilla,"Melilla, capital",2011-04-01
19,melilla,"Melilla, capital",2011-07-01
19,melilla,"Melilla, capital",2011-10-01
19,melilla,"Melilla, capital",2012-01-01
19,melilla,"Melilla, capital",2012-04-01
19,melilla,"Melilla, capital",2012-07-01
19,melilla,"Melilla, capital",2012-10-01
19,melilla,"Melilla, capital",2013-01-01
19,melilla,"Melilla, capital",2013-04-01
19,melilla,"Melilla, capital",2013-07-01
19,melilla,"Melilla, capital",2013-10-01
19,melilla,"Melilla, capital",2014-01-01
19,melilla,"Melilla, capital",2014-04-01
19,melilla,"Melilla, capital",2014-07-01
19,melilla,"Melilla, capital",2014-10-01
19,melilla,"Melilla, capital",2015-01-01
19,melilla,"Melilla, capital",2015-04-01
19,melilla,"Melilla, capital",2015-07-01
19,melilla,"Melilla, capital",2015-10-01
